test case : H20SXM_flash_attn::flash_attn.flash_attn_qkvpacked_func
|  causal  |  deterministic  |  dropout_p  |  softmax_scale  |   window_size   |   M    |        input_shape         | dtype  | duration_min(us) | duration_mean(us) | duration_max(us) | latency_value(us) | flops_1D |      flops_2D      | flops_SFU | flops_efficient_1D | flops_efficient_2D | flops_efficient_SFU |     io     | flops_efficient_1D | flops_efficient_2D | flops_efficient_SFU | io_efficient |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   1    |     [[8, 1, 3, 4, 64]]     |  bf16  |       8.40       |       8.43        |       8.47       |       2.01        |  [896]   |   [16384, 16384]   |   [128]   |      4.91e-06      |      2.97e-05      |      1.01e-05       |  1.69e+04  |       0.00%        |       0.00%        |        0.00%        |    0.10%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   1    |    [[16, 1, 3, 4, 64]]     |  bf16  |       8.57       |       8.59        |       8.61       |       2.02        |  [1792]  |   [32768, 32768]   |   [256]   |      9.62e-06      |      5.81e-05      |      1.98e-05       |  3.33e+04  |       0.00%        |       0.01%        |        0.00%        |    0.19%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   1    |    [[32, 1, 3, 4, 64]]     |  bf16  |      12.16       |       12.19       |      12.25       |       2.04        |  [3584]  |   [65536, 65536]   |   [512]   |      1.36e-05      |      8.20e-05      |      2.79e-05       |  6.60e+04  |       0.00%        |       0.01%        |        0.00%        |    0.27%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   4    |     [[1, 4, 3, 4, 64]]     |  bf16  |       8.33       |       8.36        |       8.40       |       2.00        |  [112]   |    [2048, 2048]    |   [16]    |      6.19e-07      |      3.74e-06      |      1.27e-06       |  2.56e+03  |       0.00%        |       0.00%        |        0.00%        |    0.02%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   4    |     [[2, 4, 3, 4, 64]]     |  bf16  |       8.54       |       8.56        |       8.60       |       2.00        |  [224]   |    [4096, 4096]    |   [32]    |      1.21e-06      |      7.30e-06      |      2.48e-06       |  4.61e+03  |       0.00%        |       0.00%        |        0.00%        |    0.03%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   4    |     [[4, 4, 3, 4, 64]]     |  bf16  |       8.49       |       8.51        |       8.55       |       2.01        |  [448]   |    [8192, 8192]    |   [64]    |      2.43e-06      |      1.47e-05      |      5.00e-06       |  8.70e+03  |       0.00%        |       0.00%        |        0.00%        |    0.05%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   4    |     [[8, 4, 3, 4, 64]]     |  bf16  |       8.57       |       8.62        |       8.68       |       2.01        |  [896]   |   [16384, 16384]   |   [128]   |      4.81e-06      |      2.91e-05      |      9.90e-06       |  1.69e+04  |       0.00%        |       0.00%        |        0.00%        |    0.10%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   4    |    [[16, 4, 3, 4, 64]]     |  bf16  |       8.74       |       8.77        |       8.80       |       2.02        |  [1792]  |   [32768, 32768]   |   [256]   |      9.43e-06      |      5.70e-05      |      1.94e-05       |  3.33e+04  |       0.00%        |       0.01%        |        0.00%        |    0.19%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   4    |    [[32, 4, 3, 4, 64]]     |  bf16  |      12.33       |       12.36       |      12.41       |       2.04        |  [3584]  |   [65536, 65536]   |   [512]   |      1.34e-05      |      8.08e-05      |      2.75e-05       |  6.60e+04  |       0.00%        |       0.01%        |        0.00%        |    0.27%     |
|   True   |      True       |     0.0     |      0.01       |    [-1, -1]     |   8    |     [[1, 8, 3, 4, 64]]     |  bf16  |       8.33       |       8.35        |       8.40       |       2.00        |  [112]   |    [2048, 2048]    |   [16]    |      6.19e-07      |      3.74e-06      |      1.27e-06       |  2.56e+03  |       0.00%        |       0.00%        |        0.00%        |    0.02%     |
