test case : H20SXM_aten::scaled_dot_product_attention
|  is_causal  |  scale   |                            input_shape                            | dtype  | duration_min(us) | duration_mean(us) | duration_max(us) | latency_value(us) |  flops_1D   |          flops_2D          |  flops_SFU  | flops_efficient_1D | flops_efficient_2D | flops_efficient_SFU |     io     | flops_efficient_1D | flops_efficient_2D | flops_efficient_SFU | io_efficient |
|    True     |   0.08   |         [[32, 1, 8, 80], [32, 1, 8, 80], [32, 1, 8, 64]]          |  bf16  |       7.68       |       7.71        |       7.73       |       2.10        |   [1792]    |       [40960, 40960]       |    [256]    |      1.07e-05      |      8.10e-05      |      2.21e-05       |  1.64e+05  |       0.00%        |       0.01%        |        0.00%        |    1.07%     |
|    True     |   0.08   |         [[1, 1, 16, 80], [1, 1, 16, 80], [1, 1, 16, 64]]          |  bf16  |       7.56       |       7.59        |       7.63       |       2.01        |    [112]    |        [2560, 2560]        |    [16]     |      6.82e-07      |      5.15e-06      |      1.40e-06       |  1.04e+04  |       0.00%        |       0.00%        |        0.00%        |    0.07%     |
|    True     |   0.08   |         [[2, 1, 16, 80], [2, 1, 16, 80], [2, 1, 16, 64]]          |  bf16  |       7.57       |       7.61        |       7.65       |       2.01        |    [224]    |        [5120, 5120]        |    [32]     |      1.36e-06      |      1.03e-05      |      2.80e-06       |  2.06e+04  |       0.00%        |       0.00%        |        0.00%        |    0.14%     |
|    True     |   0.08   |         [[4, 1, 16, 80], [4, 1, 16, 80], [4, 1, 16, 64]]          |  bf16  |       7.58       |       7.62        |       7.67       |       2.03        |    [448]    |       [10240, 10240]       |    [64]     |      2.72e-06      |      2.05e-05      |      5.59e-06       |  4.11e+04  |       0.00%        |       0.00%        |        0.00%        |    0.27%     |
|    True     |   0.08   |         [[8, 1, 16, 80], [8, 1, 16, 80], [8, 1, 16, 64]]          |  bf16  |       7.67       |       7.72        |       7.75       |       2.05        |    [896]    |       [20480, 20480]       |    [128]    |      5.38e-06      |      4.06e-05      |      1.11e-05       |  8.21e+04  |       0.00%        |       0.00%        |        0.00%        |    0.54%     |
|    True     |   0.08   |        [[16, 1, 16, 80], [16, 1, 16, 80], [16, 1, 16, 64]]        |  bf16  |       7.69       |       7.72        |       7.75       |       2.10        |   [1792]    |       [40960, 40960]       |    [256]    |      1.07e-05      |      8.10e-05      |      2.21e-05       |  1.64e+05  |       0.00%        |       0.01%        |        0.00%        |    1.07%     |
|    True     |   0.08   |        [[32, 1, 16, 80], [32, 1, 16, 80], [32, 1, 16, 64]]        |  bf16  |       7.72       |       7.75        |       7.78       |       2.20        |   [3584]    |       [81920, 81920]       |    [512]    |      2.14e-05      |      1.61e-04      |      4.39e-05       |  3.28e+05  |       0.00%        |       0.02%        |        0.00%        |    2.12%     |
|    True     |   0.08   |         [[1, 1, 32, 80], [1, 1, 32, 80], [1, 1, 32, 64]]          |  bf16  |       7.65       |       7.68        |       7.72       |       2.01        |    [224]    |        [5120, 5120]        |    [32]     |      1.35e-06      |      1.02e-05      |      2.77e-06       |  2.06e+04  |       0.00%        |       0.00%        |        0.00%        |    0.13%     |
|    True     |   0.08   |         [[2, 1, 32, 80], [2, 1, 32, 80], [2, 1, 32, 64]]          |  bf16  |       7.65       |       7.67        |       7.71       |       2.03        |    [448]    |       [10240, 10240]       |    [64]     |      2.70e-06      |      2.04e-05      |      5.54e-06       |  4.11e+04  |       0.00%        |       0.00%        |        0.00%        |    0.27%     |
|    True     |   0.08   |         [[4, 1, 32, 80], [4, 1, 32, 80], [4, 1, 32, 64]]          |  bf16  |       7.63       |       7.65        |       7.68       |       2.05        |    [896]    |       [20480, 20480]       |    [128]    |      5.40e-06      |      4.08e-05      |      1.11e-05       |  8.21e+04  |       0.00%        |       0.00%        |        0.00%        |    0.54%     |
|    True     |   0.08   |         [[8, 1, 32, 80], [8, 1, 32, 80], [8, 1, 32, 64]]          |  bf16  |       7.76       |       7.78        |       7.80       |       2.10        |   [1792]    |       [40960, 40960]       |    [256]    |      1.06e-05      |      8.03e-05      |      2.19e-05       |  1.64e+05  |       0.00%        |       0.01%        |        0.00%        |    1.06%     |
|    True     |   0.08   |        [[16, 1, 32, 80], [16, 1, 32, 80], [16, 1, 32, 64]]        |  bf16  |       7.76       |       7.80        |       7.89       |       2.20        |   [3584]    |       [81920, 81920]       |    [512]    |      2.13e-05      |      1.61e-04      |      4.37e-05       |  3.28e+05  |       0.00%        |       0.02%        |        0.00%        |    2.11%     |
|    True     |   0.08   |        [[32, 1, 32, 80], [32, 1, 32, 80], [32, 1, 32, 64]]        |  bf16  |       7.80       |       7.82        |       7.84       |       2.41        |   [7168]    |      [163840, 163840]      |   [1024]    |      4.23e-05      |      3.19e-04      |      8.70e-05       |  6.56e+05  |       0.00%        |       0.03%        |        0.01%        |    4.20%     |
|    True     |   0.08   |         [[1, 1, 64, 80], [1, 1, 64, 80], [1, 1, 64, 64]]          |  bf16  |       8.31       |       8.35        |       8.39       |       2.03        |    [448]    |       [10240, 10240]       |    [64]     |      2.48e-06      |      1.87e-05      |      5.10e-06       |  4.11e+04  |       0.00%        |       0.00%        |        0.00%        |    0.25%     |
|    True     |   0.08   |         [[2, 1, 64, 80], [2, 1, 64, 80], [2, 1, 64, 64]]          |  bf16  |       8.29       |       8.31        |       8.33       |       2.05        |    [896]    |       [20480, 20480]       |    [128]    |      4.97e-06      |      3.75e-05      |      1.02e-05       |  8.21e+04  |       0.00%        |       0.00%        |        0.00%        |    0.49%     |
|    True     |   0.08   |         [[4, 1, 64, 80], [4, 1, 64, 80], [4, 1, 64, 64]]          |  bf16  |       8.33       |       8.37        |       8.43       |       2.10        |   [1792]    |       [40960, 40960]       |    [256]    |      9.90e-06      |      7.47e-05      |      2.04e-05       |  1.64e+05  |       0.00%        |       0.01%        |        0.00%        |    0.98%     |
|    True     |   0.08   |         [[8, 1, 64, 80], [8, 1, 64, 80], [8, 1, 64, 64]]          |  bf16  |       8.45       |       8.48        |       8.51       |       2.20        |   [3584]    |       [81920, 81920]       |    [512]    |      1.95e-05      |      1.47e-04      |      4.02e-05       |  3.28e+05  |       0.00%        |       0.01%        |        0.00%        |    1.94%     |
|    True     |   0.08   |        [[16, 1, 64, 80], [16, 1, 64, 80], [16, 1, 64, 64]]        |  bf16  |       8.45       |       8.48        |       8.51       |       2.41        |   [7168]    |      [163840, 163840]      |   [1024]    |      3.90e-05      |      2.95e-04      |      8.03e-05       |  6.56e+05  |       0.00%        |       0.03%        |        0.01%        |    3.88%     |
|    True     |   0.08   |        [[32, 1, 64, 80], [32, 1, 64, 80], [32, 1, 64, 64]]        |  bf16  |       8.49       |       8.52        |       8.57       |       2.82        |   [14336]   |      [327680, 327680]      |   [2048]    |      7.77e-05      |      5.87e-04      |      1.60e-04       |  1.31e+06  |       0.01%        |       0.06%        |        0.02%        |    7.72%     |
|    True     |   0.08   |        [[1, 1, 128, 80], [1, 1, 128, 80], [1, 1, 128, 64]]        |  bf16  |       9.53       |       9.55        |       9.58       |       2.05        |    [896]    |       [20480, 20480]       |    [128]    |      4.33e-06      |      3.27e-05      |      8.90e-06       |  8.21e+04  |       0.00%        |       0.00%        |        0.00%        |    0.43%     |
|    True     |   0.08   |        [[2, 1, 128, 80], [2, 1, 128, 80], [2, 1, 128, 64]]        |  bf16  |       9.56       |       9.59        |       9.63       |       2.10        |   [1792]    |       [40960, 40960]       |    [256]    |      8.63e-06      |      6.52e-05      |      1.78e-05       |  1.64e+05  |       0.00%        |       0.01%        |        0.00%        |    0.86%     |
|    True     |   0.08   |        [[4, 1, 128, 80], [4, 1, 128, 80], [4, 1, 128, 64]]        |  bf16  |       9.67       |       9.70        |       9.72       |       2.20        |   [3584]    |       [81920, 81920]       |    [512]    |      1.71e-05      |      1.29e-04      |      3.51e-05       |  3.28e+05  |       0.00%        |       0.01%        |        0.00%        |    1.70%     |
|    True     |   0.08   |        [[8, 1, 128, 80], [8, 1, 128, 80], [8, 1, 128, 64]]        |  bf16  |       9.68       |       9.70        |       9.72       |       2.41        |   [7168]    |      [163840, 163840]      |   [1024]    |      3.41e-05      |      2.57e-04      |      7.01e-05       |  6.56e+05  |       0.00%        |       0.03%        |        0.01%        |    3.39%     |
|    True     |   0.08   |      [[16, 1, 128, 80], [16, 1, 128, 80], [16, 1, 128, 64]]       |  bf16  |       9.73       |       9.75        |       9.80       |       2.82        |   [14336]   |      [327680, 327680]      |   [2048]    |      6.78e-05      |      5.12e-04      |      1.40e-04       |  1.31e+06  |       0.01%        |       0.05%        |        0.01%        |    6.74%     |
|    True     |   0.08   |      [[32, 1, 128, 80], [32, 1, 128, 80], [32, 1, 128, 64]]       |  bf16  |       9.81       |       9.83        |       9.85       |       3.64        |   [28672]   |      [655360, 655360]      |   [4096]    |      1.34e-04      |      1.02e-03      |      2.77e-04       |  2.62e+06  |       0.01%        |       0.10%        |        0.03%        |    13.36%    |
|    True     |   0.08   |        [[1, 1, 256, 80], [1, 1, 256, 80], [1, 1, 256, 64]]        |  bf16  |      16.31       |       16.36       |      16.41       |       2.10        |   [1792]    |       [40960, 40960]       |    [256]    |      5.06e-06      |      3.82e-05      |      1.04e-05       |  1.64e+05  |       0.00%        |       0.00%        |        0.00%        |    0.50%     |
|    True     |   0.08   |        [[2, 1, 256, 80], [2, 1, 256, 80], [2, 1, 256, 64]]        |  bf16  |      16.36       |       16.38       |      16.39       |       2.20        |   [3584]    |       [81920, 81920]       |    [512]    |      1.01e-05      |      7.61e-05      |      2.07e-05       |  3.28e+05  |       0.00%        |       0.01%        |        0.00%        |    1.00%     |
|    True     |   0.08   |        [[4, 1, 256, 80], [4, 1, 256, 80], [4, 1, 256, 64]]        |  bf16  |      16.22       |       16.26       |      16.32       |       2.41        |   [7168]    |      [163840, 163840]      |   [1024]    |      2.03e-05      |      1.54e-04      |      4.18e-05       |  6.56e+05  |       0.00%        |       0.02%        |        0.00%        |    2.02%     |
|    True     |   0.08   |        [[8, 1, 256, 80], [8, 1, 256, 80], [8, 1, 256, 64]]        |  bf16  |      16.23       |       16.27       |      16.32       |       2.82        |   [14336]   |      [327680, 327680]      |   [2048]    |      4.06e-05      |      3.07e-04      |      8.36e-05       |  1.31e+06  |       0.00%        |       0.03%        |        0.01%        |    4.04%     |
|    True     |   0.08   |      [[16, 1, 256, 80], [16, 1, 256, 80], [16, 1, 256, 64]]       |  bf16  |      16.38       |       16.41       |      16.44       |       3.64        |   [28672]   |      [655360, 655360]      |   [4096]    |      8.06e-05      |      6.08e-04      |      1.66e-04       |  2.62e+06  |       0.01%        |       0.06%        |        0.02%        |    8.00%     |
|    True     |   0.08   |      [[32, 1, 256, 80], [32, 1, 256, 80], [32, 1, 256, 64]]       |  bf16  |      24.68       |       24.71       |      24.77       |       5.28        |   [57344]   |     [1310720, 1310720]     |   [8192]    |      1.07e-04      |      8.08e-04      |      2.20e-04       |  5.24e+06  |       0.01%        |       0.08%        |        0.02%        |    10.62%    |
|    True     |   0.08   |        [[1, 1, 512, 80], [1, 1, 512, 80], [1, 1, 512, 64]]        |  bf16  |      29.61       |       29.64       |      29.68       |       2.20        |   [3584]    |       [81920, 81920]       |    [512]    |      5.57e-06      |      4.21e-05      |      1.15e-05       |  3.28e+05  |       0.00%        |       0.00%        |        0.00%        |    0.55%     |
|    True     |   0.08   |        [[2, 1, 512, 80], [2, 1, 512, 80], [2, 1, 512, 64]]        |  bf16  |      29.34       |       29.39       |      29.42       |       2.41        |   [7168]    |      [163840, 163840]      |   [1024]    |      1.12e-05      |      8.49e-05      |      2.31e-05       |  6.56e+05  |       0.00%        |       0.01%        |        0.00%        |    1.12%     |
|    True     |   0.08   |        [[4, 1, 512, 80], [4, 1, 512, 80], [4, 1, 512, 64]]        |  bf16  |      29.43       |       29.46       |      29.50       |       2.82        |   [14336]   |      [327680, 327680]      |   [2048]    |      2.24e-05      |      1.69e-04      |      4.61e-05       |  1.31e+06  |       0.00%        |       0.02%        |        0.00%        |    2.23%     |
|    True     |   0.08   |        [[8, 1, 512, 80], [8, 1, 512, 80], [8, 1, 512, 64]]        |  bf16  |      29.46       |       29.50       |      29.57       |       3.64        |   [28672]   |      [655360, 655360]      |   [4096]    |      4.48e-05      |      3.38e-04      |      9.21e-05       |  2.62e+06  |       0.00%        |       0.03%        |        0.01%        |    4.45%     |
|    True     |   0.08   |      [[16, 1, 512, 80], [16, 1, 512, 80], [16, 1, 512, 64]]       |  bf16  |      45.38       |       45.54       |      45.71       |       5.28        |   [57344]   |     [1310720, 1310720]     |   [8192]    |      5.82e-05      |      4.39e-04      |      1.20e-04       |  5.24e+06  |       0.01%        |       0.04%        |        0.01%        |    5.78%     |
