Test Case: L40S_aten_mm
| B |  M   |  K   |  N   |         input_shape          | dtype | duration_min(us) | duration_mean(us) | duration_max(us) | theory_latency(us) |  flops   |    io    | flops_efficiency | io_efficiency |
| 1 | 2048 | 7168 |  32  |  [[2048, 7168], [7168, 32]]  | bf16  |      23.96       |       24.07       |      24.21       |       45.33        | 9.40e+08 | 1.50e+07 |      10.71%      |    144.68%    |
| 1 |  1   | 8192 |  32  |   [[1, 8192], [8192, 32]]    | bf16  |      23.41       |       23.55       |       23.8       |        2.78        | 5.24e+05 | 2.70e+05 |      0.01%       |     2.67%     |
| 1 |  2   | 8192 |  32  |   [[2, 8192], [8192, 32]]    | bf16  |      91.07       |       91.15       |      91.22       |        2.81        | 1.05e+06 | 2.79e+05 |       0.0%       |     0.71%     |
| 1 |  4   | 8192 |  32  |   [[4, 8192], [8192, 32]]    | bf16  |      91.26       |       91.38       |      91.49       |        2.85        | 2.10e+06 | 2.95e+05 |      0.01%       |     0.75%     |
| 1 |  8   | 8192 |  32  |   [[8, 8192], [8192, 32]]    | bf16  |      23.22       |       23.5        |      23.84       |        2.95        | 4.19e+06 | 3.28e+05 |      0.05%       |     3.27%     |
| 1 |  32  | 8192 |  32  |   [[32, 8192], [8192, 32]]   | bf16  |      23.59       |       23.86       |      24.25       |        3.52        | 1.68e+07 | 5.25e+05 |      0.19%       |     5.15%     |
| 1 |  64  | 8192 |  32  |   [[64, 8192], [8192, 32]]   | bf16  |      23.47       |       23.6        |       23.8       |        4.28        | 3.36e+07 | 7.88e+05 |      0.39%       |     7.78%     |
| 1 | 128  | 8192 |  32  |  [[128, 8192], [8192, 32]]   | bf16  |      23.29       |       23.49       |      23.65       |        5.8         | 6.71e+07 | 1.31e+06 |      0.79%       |    13.07%     |
| 1 | 256  | 8192 |  32  |  [[256, 8192], [8192, 32]]   | bf16  |      23.91       |       24.13       |      24.47       |        8.85        | 1.34e+08 | 2.37e+06 |      1.53%       |    22.92%     |
| 1 | 512  | 8192 |  32  |  [[512, 8192], [8192, 32]]   | bf16  |      23.65       |       23.91       |      24.44       |       14.94        | 2.68e+08 | 4.47e+06 |       3.1%       |    43.78%     |
| 1 | 1024 | 8192 |  32  |  [[1024, 8192], [8192, 32]]  | bf16  |      23.73       |       23.86       |      23.96       |       27.13        | 5.37e+08 | 8.68e+06 |      6.18%       |    84.71%     |
| 1 | 2048 | 8192 |  32  |  [[2048, 8192], [8192, 32]]  | bf16  |      23.86       |       24.02       |       24.2       |       51.49        | 1.07e+09 | 1.71e+07 |      12.3%       |    165.95%    |
| 1 |  1   |  32  |  64  |     [[1, 32], [32, 64]]      | bf16  |      20.09       |       20.22       |      20.38       |        2.01        | 4.10e+03 | 2.14e+03 |       0.0%       |     0.02%     |
| 1 |  2   |  32  |  64  |     [[2, 32], [32, 64]]      | bf16  |      20.51       |       20.71       |       21.0       |        2.01        | 8.19e+03 | 2.24e+03 |       0.0%       |     0.03%     |
| 1 |  4   |  32  |  64  |     [[4, 32], [32, 64]]      | bf16  |      20.65       |       20.77       |      20.93       |        2.01        | 1.64e+04 | 2.43e+03 |       0.0%       |     0.03%     |
| 1 |  8   |  32  |  64  |     [[8, 32], [32, 64]]      | bf16  |      20.51       |       20.64       |      20.86       |        2.01        | 3.28e+04 | 2.82e+03 |       0.0%       |     0.03%     |
| 1 |  32  |  32  |  64  |     [[32, 32], [32, 64]]     | bf16  |      23.37       |       23.53       |      23.77       |        2.01        | 1.31e+05 | 5.12e+03 |       0.0%       |     0.05%     |
| 1 |  64  |  32  |  64  |     [[64, 32], [32, 64]]     | bf16  |      23.21       |       23.39       |      23.56       |        2.02        | 2.62e+05 | 8.19e+03 |       0.0%       |     0.08%     |
